"","Chemical","CAS","Model","Obs.val","pre.val","ref","Cell.type","Data.source","MassBalanceIssue","IOC","conc","H37","MW","MP","log.KOW","log.KAW","Solubility","pKa","logit.Obs.val","logit.pre.val","diff","abs.diff"
"611","Endrin","72-20-8","Armitage et al. (2021)",0.0226666666666667,0.011093111,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.829,380.91,144,5.43,-4.26,0.05180376,NA,-1.64461234201343,-1.95494664134744,-0.310334299334014,0.310334299334014
"612","Ethion","563-12-2","Armitage et al. (2021)",0.00253333333333333,0.01795241,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.0457,384.48,-13,5.07,-7.25,1.7340048,NA,-2.59630766243887,-1.7458772418241,0.850430420614776,0.850430420614776
"613","Heptachlor","76-44-8","Armitage et al. (2021)",0.00756666666666667,0.003771351,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,29.8,373.32,95.5,6.1,-2.92,0.14223492,NA,-2.12109539752654,-2.42350304588416,-0.302407648357618,0.302407648357618
"614","Heptachlor epoxide B","1024-57-3","Armitage et al. (2021)",0.0390666666666667,0.020041683,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,2.13,389.32,160,4.98,-4.75,0.22308036,NA,-1.40819364303759,-1.69806581140146,-0.289872168363869,0.289872168363869
"615","Lindane","58-89-9","Armitage et al. (2021)",0.253266666666667,0.203587666,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.322,290.83,75.2,3.72,-3.77,4.449699,NA,-0.596421965500961,-0.691248536504219,-0.0948265710032583,0.0948265710032583
"616","Methoxychlor-o,p'","72-43-5","Armitage et al. (2021)",0.00706666666666667,0.017728986,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.0206,345.65,87,5.08,-6.7,0.08468425,NA,-2.15078539379091,-1.75131610293252,0.399469290858388,0.399469290858388
"617","Parathion","56-38-2","Armitage et al. (2021)",0.0786333333333333,0.173924735,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.0302,291.26,6.1,3.83,-5.78,12.728062,NA,-1.10439331383407,-0.759638649681541,0.344754664152526,0.344754664152526
"618","Trifluralin","1582-09-8","Armitage et al. (2021)",0.0256333333333333,0.012483707,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,10.4,335.28,49,5.34,-3.39,0.28632912,NA,-1.59119491491823,-1.9036564330359,-0.31246151811767,0.31246151811767
"619","Caffeine","58-08-2","Armitage et al. (2021)",0.999999,1.00061523,"Huchthausen et al. (ARE)","Human","Literature","0","N",3680,0.157,194.19,238,-0.07,-9.95,21749.28,NA,-4.34294699063126e-07,0.000267108835839431,0.000267543130538494,0.000267543130538494
"620","Lamotrigine","84057-84-1","Armitage et al. (2021)",0.579374276,0.790746652,"Huchthausen et al. (ARE)","Human","Literature","0","B",863,0.000113,256.09,207,2.57,-9.7,249.94384,6.6,-0.237040791215896,-0.101962638199471,0.135078153016425,0.135078153016425
"621","Diclofenac","15307-79-6","Armitage et al. (2021)",0.348993289,1.000785997,"Huchthausen et al. (ARE)","Human","Literature","0","B",89.4,1.6e-05,296.15,284,0.7,-9.05,7.018755,17.6,-0.457182924268014,0.000341220078473468,0.457524144346488,0.457524144346488
"622","2,4-Dichlorophenoxyacetic","94-75-7","Armitage et al. (2021)",0.417721519,0.708975812,"Huchthausen et al. (ARE)","Human","Literature","0","A",316,0.000299,221.04,140,2.81,-7.08,1644.5376,2.7,-0.379113151399393,-0.149368581310756,0.229744570088638,0.229744570088638
"623","(S)-Naproxen","22204-53-1","Armitage et al. (2021)",0.744525547,0.490835934,"Huchthausen et al. (ARE)","Human","Literature","0","A",411,0.000108,230.26,153,3.18,-9.64,13.35508,4.4,-0.128120395654214,-0.309063650169473,-0.180943254515259,0.180943254515259
"624","Ibuprofen","15687-27-1","Armitage et al. (2021)",0.269581749,0.195438249,"Huchthausen et al. (ARE)","Human","Literature","0","A",263,0.00824,206.28,89.1,3.73,-6.22,35.68644,5.4,-0.569309513386322,-0.708990437014175,-0.139680923627853,0.139680923627853
"625","Torasemide","56211-40-6","Armitage et al. (2021)",0.167272727,0.374732544,"Huchthausen et al. (ARE)","Human","Literature","0","A",1100,1.84e-06,348.42,224,3.37,-15.3,79.78818,4,-0.776574862856777,-0.426278588555855,0.350296274300922,0.350296274300922
"626","Warfarin","81-81-2","Armitage et al. (2021)",0.444651163,0.762404151,"Huchthausen et al. (ARE)","Human","Literature","0","A",215,0.000625,308.33,161,2.7,-11.6,29.692179,4.5,-0.351980567435078,-0.117814747795377,0.234165819639701,0.234165819639701
"627","Caffeine","58-08-2","Armitage et al. (2021)",0.754098361,0.999651695,"Huchthausen et al. (PPAR)","Human","Literature","0","N",2440,0.157,194.19,238,-0.07,-9.95,21749.28,NA,-0.122572003130928,-0.000151293289153668,0.122420709841774,0.122420709841774
"628","Lamotrigine","84057-84-1","Armitage et al. (2021)",0.870159453,0.934682881,"Huchthausen et al. (PPAR)","Human","Literature","0","B",439,0.000113,256.09,207,2.57,-9.7,249.94384,6.6,-0.0604011574816199,-0.0293357114723857,0.0310654460092342,0.0310654460092342
"629","Diclofenac","15307-79-6","Armitage et al. (2021)",0.129716981,0.999667337,"Huchthausen et al. (PPAR)","Human","Literature","0","B",2.12,1.6e-05,296.15,284,0.7,-9.05,7.018755,17.6,-0.88700316754068,-0.000144497741092197,0.886858669799587,0.886858669799587
"630","2,4-Dichlorophenoxyacetic","94-75-7","Armitage et al. (2021)",0.463414634,0.923392601,"Huchthausen et al. (PPAR)","Human","Literature","0","A",49.2,0.000299,221.04,140,2.81,-7.08,1644.5376,2.7,-0.334030255904052,-0.0346136097044635,0.299416646199589,0.299416646199589
"631","(S)-Naproxen","22204-53-1","Armitage et al. (2021)",0.261016949,0.827125688,"Huchthausen et al. (PPAR)","Human","Literature","0","A",17.7,0.000108,230.26,153,3.18,-9.64,13.35508,4.4,-0.58333129105949,-0.0824284911037003,0.500902799955789,0.500902799955789
"632","Ibuprofen","15687-27-1","Armitage et al. (2021)",0.474683544,0.546470255,"Huchthausen et al. (PPAR)","Human","Literature","0","A",316,0.00824,206.28,89.1,3.73,-6.22,35.68644,5.4,-0.323595823840671,-0.262433472215525,0.0611623516251465,0.0611623516251465
"633","Torasemide","56211-40-6","Armitage et al. (2021)",0.039076087,0.748610622,"Huchthausen et al. (PPAR)","Human","Literature","0","A",184,1.84e-06,348.42,224,3.37,-15.3,79.78818,4,-1.40808893214343,-0.125744014994427,1.28234491714901,1.28234491714901
"634","Warfarin","81-81-2","Armitage et al. (2021)",0.429752066,0.940624688,"Huchthausen et al. (PPAR)","Human","Literature","0","A",242,0.000625,308.33,161,2.7,-11.6,29.692179,4.5,-0.366782026798576,-0.0265836267791133,0.340198400019463,0.340198400019463
"635","di-n-butylphthalate","84-74-2","Armitage et al. (2021)",0.59,0.416475775,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",0.835586139,0.183,278.34,-35,4.61,-5.26,11.189268,NA,-0.229147988357856,-0.380410254976996,-0.15126226661914,0.15126226661914
"636","hexachlorophene","70-30-4","Armitage et al. (2021)",0.26,0.014164619,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","A",0.049152126,3.68e-06,406.9,166,7.54,-9.21,140.7874,6.2,-0.585026652029182,-1.84879510264181,-1.26376845061263,1.26376845061263
"637","Caffeine","58-08-2","Armitage et al. (2021)",0.96,0.999896995,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",14037.07518,0.157,194.19,238,-0.07,-9.95,21749.28,NA,-0.0177287669604316,-4.4736807205434e-05,0.0176840301532262,0.0176840301532262
"638","hexamethylenetetramine","100-97-0","Armitage et al. (2021)",0.999999,0.983651643,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","B",98787.4465,0.0153,140.19,96.3,-1.27,-3.42,999554.7,6.4,-4.34294699063126e-07,-0.00715867830546174,-0.00715824401076268,0.00715824401076268
"639","Malathion","121-75-5","Armitage et al. (2021)",0.99,0.991346816,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",39.34624697,0.000495,330.36,2.8,2.36,-9.87,144.69768,NA,-0.00436480540245009,-0.00377438393529085,0.00059042146715924,0.00059042146715924
"640","pentachlorophenol","87-86-5","Armitage et al. (2021)",0.73,0.959490574,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","A",0.075103267,0.00248,266.34,174,5.12,-5.02,40.48368,5,-0.136677139879544,-0.0179592874005204,0.118717852479024,0.118717852479024
"641","2,4-dinitrophenol","51-28-5","Armitage et al. (2021)",0.999999,0.999921248,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","A",4.1281912,0.00871,184.11,116,1.67,-6.32,1441.5813,4.1,-4.34294699063126e-07,-3.42029058301249e-05,-3.37686111310618e-05,3.37686111310618e-05
"642","2,2,2-trichloroethanol","115-20-8","Armitage et al. (2021)",0.94,0.978709665,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",712.8514056,0.597,149.4,19,1.42,-3.34,83215.8,NA,-0.0268721464003014,-0.00934612289454901,0.0175260235057524,0.0175260235057524
"643","parathion ethyl","56-38-2","Armitage et al. (2021)",0.77,0.806289352,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",2.883625129,0.0302,291.26,6.1,3.83,-5.78,12.728062,NA,-0.113509274827518,-0.0935090755326305,0.0200001992948876,0.0200001992948876
"644","diethylphthalate","84-66-2","Armitage et al. (2021)",0.91,0.989417086,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",310.5310531,0.00237,222.24,-40.5,2.44,-5.26,1037.8608,NA,-0.0409586076789064,-0.00462059418262465,0.0363380134962817,0.0363380134962817
"645","4-chlorophenol","106-48-9","Armitage et al. (2021)",0.87,0.990038609,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",93.3125972,0.0639,128.56,42.7,2.39,-4.8,24554.96,NA,-0.0604807473813815,-0.00434786868659243,0.056132878694789,0.056132878694789
"646","permethrin","52645-53-1","Armitage et al. (2021)",0.29,0.006928419,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",23.00025556,0.00243,391.29,34,6.5,-6.61,0.08373606,NA,-0.537602002101044,-2.1593658559957,-1.62176385389465,1.62176385389465
"647","Aniline","62-53-3","Armitage et al. (2021)",0.999999,0.997209305,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",4749.731472,0.205,93.13,-6,0.9,-4.27,36041.31,NA,-4.34294699063126e-07,-0.00121367773013724,-0.00121324343543817,0.00121324343543817
"648","disulfoton","298-04-4","Armitage et al. (2021)",0.54,0.730317017,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",9.110787172,0.483,274.4,-25,4.02,-5.26,18.05552,NA,-0.267606240177031,-0.136488579814394,0.131117660362637,0.131117660362637
"649","4-fluoroaniline","371-40-4","Armitage et al. (2021)",0.88,0.994683133,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",1913.591359,0.0611,111.12,-0.8,1.15,-3.98,14778.96,NA,-0.0555173278498314,-0.00231524639639907,0.0532020814534323,0.0532020814534323
"650","2,4,6-trichlorophenol","88-06-2","Armitage et al. (2021)",0.9,0.962335621,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","A",10.12658228,0.137,197.45,69,3.69,-3.46,833.239,6.8,-0.0457574905606751,-0.0166734384317765,0.0290840521288986,0.0290840521288986
"651","Allyl alcohol","107-18-6","Armitage et al. (2021)",0.98,0.986640934,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",14359.72461,0.506,58.08,-129,0.17,-3.52,998976,NA,-0.00877392430750515,-0.00584087038458065,0.0029330539229245,0.0029330539229245
"652","lindane","58-89-9","Armitage et al. (2021)",0.43,0.354933621,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",33.3562586,0.322,290.83,75.2,3.72,-3.77,4.449699,NA,-0.366531544420413,-0.449852860265829,-0.0833213158454158,0.0833213158454158
"653","N-methylaniline","100-61-8","Armitage et al. (2021)",0.85,0.980888948,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",1509.328358,0.9,107.15,-57,1.66,-3.41,5625.375,NA,-0.0705810742857073,-0.00838015877790663,0.0622009155078007,0.0622009155078007
"654","3,4-dichloroaniline","95-76-1","Armitage et al. (2021)",0.74,0.981082256,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",47.83950617,0.0176,162.02,72,2.69,-4.68,145.65598,NA,-0.130768280269024,-0.00829457893065074,0.122473701338373,0.122473701338373
"655","4-decylaniline","37529-30-9","Armitage et al. (2021)",0.15,0.0146844,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",2.399314482,2.07,233.39,25,6.32,-3.09,0.20374947,NA,-0.823908740944319,-1.83314379391562,-1.0092350529713,1.0092350529713
"656","naphthalene","91-20-3","Armitage et al. (2021)",0.11,0.798154238,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",219.1887676,44.6,128.17,80.2,3.3,-2.41,31.65799,NA,-0.958607314841775,-0.0979131760180579,0.860694138823717,0.860694138823717
"657","1,2,4-trichlorobenzene","120-82-1","Armitage et al. (2021)",0.03,0.120950268,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",78.2369146,144,181.45,17,3.99,-0.83,46.4512,NA,-1.52287874528034,-0.917393164997081,0.605485580283256,0.605485580283256
"658","1,2-dichlorobenzene","95-50-1","Armitage et al. (2021)",0.07,0.16776718,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",182.9931973,195,147,-16.7,3.43,-0.98,143.325,NA,-1.15490195998574,-0.775292995468005,0.379608964517738,0.379608964517738
"659","dichloromethane","75-09-2","Armitage et al. (2021)",0.33,0.255719468,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",17656.06596,329,84.93,-95.1,1.25,-1.19,15117.54,NA,-0.481486060122112,-0.592236207745543,-0.110750147623431,0.110750147623431
"660","tetrachloroethylene","127-18-4","Armitage et al. (2021)",0.08,0.066176102,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",195.4161641,1790,165.83,-22.3,3.4,-0.52,276.9361,NA,-1.09691001300806,-1.17929881786138,-0.082388804853327,0.082388804853327
"661","2,3-dimethyl-1,3-butadiene","513-81-5","Armitage et al. (2021)",0.06,0.002421722,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",1000,4530,82.14,-76,3.07,0.95,326.9172,NA,-1.22184874961636,-2.61587571288392,-1.39402696326756,1.39402696326756
"662","Eugenol F","97-53-0","Armitage et al. (2021)",0.999999,0.992878437,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",6.090133983,0.0222,164.2,-9.1,2.27,-4.85,840.704,NA,-4.34294699063126e-07,-0.00310392106342556,-0.00310348676872649,0.00310348676872649
"663","Methyl-antranilate","134-20-3","Armitage et al. (2021)",0.9999,0.997125494,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",165.3439153,0.00111,151.16,24.5,1.88,-6.32,2872.04,NA,-4.34316198075056e-05,-0.0012501797807082,-0.00120674816090069,0.00120674816090069
"664","Lilyfore","285977-85-7","Armitage et al. (2021)",0.9999,0.942689035,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",11.34429949,0.0717,176.25,50.8,3.24,-5.78,222.075,NA,-4.34316198075056e-05,-0.025631544437288,-0.0255881128174805,0.0255881128174805
"665","Damascone beta","23726-91-2","Armitage et al. (2021)",0.99,0.585121071,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",5.200208008,32.8,192.3,17.5,4.29,-2.6,7.98045,NA,-0.00436480540245009,-0.232754262076846,-0.228389456674396,0.228389456674396
"666","Veloutone","14595-54-1","Armitage et al. (2021)",0.57,0.141056615,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",0.50942435,18.4,222.37,40.4,5.28,-3.52,0.9384014,NA,-0.244125144327509,-0.85060654232936,-0.606481398001852,0.606481398001852
"667","Verdox","82356-51-2","Armitage et al. (2021)",0.74,0.011511421,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",5.042864347,NA,236.39,60.7,6.45,-1.88,0.15223516,NA,-0.130768280269024,-1.93887106261113,-1.80810278234211,1.80810278234211
"668","Nirvanol","1506-02-1","Armitage et al. (2021)",0.46,0.059828459,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",0.449640288,NA,258.4,54.5,5.7,-3.69,1.250656,NA,-0.337242168318426,-1.22309218312512,-0.885850014806692,0.885850014806692
"669","Cetalox","3738-00-9","Armitage et al. (2021)",0.72,0.103805054,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",1.057529611,140,236.39,60.7,5.4,-1.56,2.434817,NA,-0.142667503568732,-0.983781501296057,-0.841113997727326,0.841113997727326
"670","Tonalide","21145-77-7","Armitage et al. (2021)",0.43,0.059828459,"Schug et al.(Fish RTgut - High dose)","Fish","Literature","0","N",0.03869969,4.8534675,258.4,54.5,5.7,-3.69,1.250656,NA,-0.366531544420413,-1.22309218312512,-0.856560638704704,0.856560638704704
"671","Eugenol F","97-53-0","Armitage et al. (2021)",0.9999,0.992878437,"Schug et al.(Fish RTgut - Low dose)","Fish","Literature","0","N",1827.040195,0.0222,164.2,-9.1,2.27,-4.85,840.704,NA,-4.34316198075056e-05,-0.00310392106342556,-0.00306048944361805,0.00306048944361805
"672","Methyl-antranilate","134-20-3","Armitage et al. (2021)",0.9999,0.997125494,"Schug et al.(Fish RTgut - Low dose)","Fish","Literature","0","N",5291.005291,0.00111,151.16,24.5,1.88,-6.32,2872.04,NA,-4.34316198075056e-05,-0.0012501797807082,-0.00120674816090069,0.00120674816090069
"673","Lilyfore","285977-85-7","Armitage et al. (2021)",0.9999,0.942689035,"Schug et al.(Fish RTgut - Low dose)","Fish","Literature","0","N",680.6579694,0.0717,176.25,50.8,3.24,-5.78,222.075,NA,-4.34316198075056e-05,-0.025631544437288,-0.0255881128174805,0.0255881128174805
"674","Damascone beta","23726-91-2","Armitage et al. (2021)",0.99,0.306344739,"Schug et al.(Fish RTgut - Low dose)","Fish","Literature","0","N",104.0041602,32.8,192.3,17.5,4.29,-2.6,7.98045,NA,-0.00436480540245009,-0.513789573608144,-0.509424768205694,0.509424768205694
"675","Veloutone","14595-54-1","Armitage et al. (2021)",0.57,0.052278672,"Schug et al.(Fish RTgut - Low dose)","Fish","Literature","0","N",61.13092206,18.4,222.37,40.4,5.28,-3.52,0.9384014,NA,-0.244125144327509,-1.28167545304247,-1.03755030871496,1.03755030871496
"676","Verdox","82356-51-2","Armitage et al. (2021)",0.74,0.006344105,"Schug et al.(Fish RTgut - Low dose)","Fish","Literature","0","N",75.6429652,NA,236.39,60.7,6.45,-1.88,0.15223516,NA,-0.130768280269024,-2.19762963771075,-2.06686135744173,2.06686135744173
"677","Nirvanol","1506-02-1","Armitage et al. (2021)",0.46,0.059828459,"Schug et al.(Fish RTgut - Low dose)","Fish","Literature","0","N",26.97841727,NA,258.4,54.5,5.7,-3.69,1.250656,NA,-0.337242168318426,-1.22309218312512,-0.885850014806692,0.885850014806692
"678","Cetalox","3738-00-9","Armitage et al. (2021)",0.72,0.103805054,"Schug et al.(Fish RTgut - Low dose)","Fish","Literature","0","N",21.15059222,140,236.39,60.7,5.4,-1.56,2.434817,NA,-0.142667503568732,-0.983781501296057,-0.841113997727326,0.841113997727326
"679","Tonalide","21145-77-7","Armitage et al. (2021)",0.43,0.059828459,"Schug et al.(Fish RTgut - Low dose)","Fish","Literature","0","N",7.73993808,4.8534675,258.4,54.5,5.7,-3.69,1.250656,NA,-0.366531544420413,-1.22309218312512,-0.856560638704704,0.856560638704704
"680","4:2 FTS","375-73-5","Armitage et al. (2021)",0.68,0.943572858,"PFAS (100 uM)","Cell-free","Our data","0","A",100,2.99031e-05,300.1,23.4,1.5,-4.63,510.17,-2.9,-0.167491087293764,-0.0252245601458767,0.142266527147887,0.142266527147887
"681","6:2 FTS","757124-72-4","Armitage et al. (2021)",0.1985,0.890928532,"PFAS (100 uM)","Cell-free","Our data","0","A",100,2.48723e-05,328.15,33.3,1.76,-4.26,1283.0665,1.4,-0.702239488900866,-0.0501571325544833,0.652082356346383,0.652082356346383
"682","8:2 FTS","375-95-1","Armitage et al. (2021)",0.0349333333333333,0.001781633,"PFAS (100 uM)","Cell-free","Our data","0","A",100,0.000119046,464.08,68.6,6.07,-2.47,1299.424,0.1,-1.45675997207195,-2.74918175175243,-1.29242177968048,1.29242177968048
"683","PFBA","307-24-4","Armitage et al. (2021)",0.946666666666667,0.016811393,"PFAS (100 uM)","Cell-free","Our data","0","A",100,2.37529e-05,314.05,11.7,4.2,-3.31,29.33227,0.1,-0.0238029146726248,-1.77439629922273,-1.7505933845501,1.7505933845501
"684","PFBS","375-22-4","Armitage et al. (2021)",0.933333333333333,0.900937206,"PFAS (100 uM)","Cell-free","Our data","0","A",100,5.078279645,214.04,-17.9,1.72,-3.87,447.3436,0.1,-0.0299632233774432,-0.0453054776536251,-0.0153422542761818,0.0153422542761818
